"Plot Title: QANASIASSAT_UTC_2021"
"#","Date Time, GMT-02:00","Temp, °C (LGR S/N: 20362477, SEN S/N: 20362477)","Event, units (LGR S/N: 20362477, SEN S/N: 20362477, LBL: rain)"
7745,03/23/2022 02.57.33 PM,,2591.00
7746,03/23/2022 03.00.00 PM,2.624,
7747,03/23/2022 03.02.32 PM,,2592.00
7748,03/23/2022 04.00.00 PM,1.656,
7749,03/23/2022 05.00.00 PM,0.563,
7750,03/23/2022 06.00.00 PM,-0.774,
7751,03/23/2022 06.19.05 PM,,2593.00
7752,03/23/2022 07.00.00 PM,-3.197,
7753,03/23/2022 08.00.00 PM,-5.003,
7754,03/23/2022 09.00.00 PM,-5.870,
7755,03/23/2022 10.00.00 PM,-7.267,
7756,03/23/2022 11.00.00 PM,-7.657,
7757,03/24/2022 12.00.00 AM,-8.713,
7758,03/24/2022 01.00.00 AM,-8.447,
7759,03/24/2022 02.00.00 AM,-9.117,
7760,03/24/2022 03.00.00 AM,-9.662,
7761,03/24/2022 04.00.00 AM,-10.214,
7762,03/24/2022 05.00.00 AM,-10.916,
7763,03/24/2022 06.00.00 AM,-11.058,
7764,03/24/2022 07.00.00 AM,-11.487,
7765,03/24/2022 08.00.00 AM,-10.774,
7766,03/24/2022 09.00.00 AM,-10.634,
7767,03/24/2022 10.00.00 AM,-8.447,
7768,03/24/2022 11.00.00 AM,-3.316,
7769,03/24/2022 12.00.00 PM,-2.844,
7770,03/24/2022 01.00.00 PM,-1.914,
7771,03/24/2022 02.00.00 PM,-0.774,
7772,03/24/2022 03.00.00 PM,-0.437,
7773,03/24/2022 04.00.00 PM,-0.549,
7774,03/24/2022 05.00.00 PM,-1.456,
7775,03/24/2022 06.00.00 PM,-1.570,
7776,03/24/2022 07.00.00 PM,0.121,
7777,03/24/2022 08.00.00 PM,-0.213,
7778,03/24/2022 09.00.00 PM,0.453,
7779,03/24/2022 10.00.00 PM,0.674,
7780,03/24/2022 11.00.00 PM,0.784,
7781,03/25/2022 12.00.00 AM,0.453,
7782,03/25/2022 01.00.00 AM,1.548,
7783,03/25/2022 02.00.00 AM,1.003,
7784,03/25/2022 03.00.00 AM,0.674,
7785,03/25/2022 04.00.00 AM,1.548,
7786,03/25/2022 05.00.00 AM,1.439,
7787,03/25/2022 06.00.00 AM,1.330,
7788,03/25/2022 07.00.00 AM,1.112,
7789,03/25/2022 08.00.00 AM,1.112,
7790,03/25/2022 09.00.00 AM,1.221,
7791,03/25/2022 10.00.00 AM,1.656,
7792,03/25/2022 11.00.00 AM,5.450,
7793,03/25/2022 12.00.00 PM,4.727,
7794,03/25/2022 01.00.00 PM,4.102,
7795,03/25/2022 02.00.00 PM,4.623,
7796,03/25/2022 03.00.00 PM,5.655,
7797,03/25/2022 04.00.00 PM,5.141,
7798,03/25/2022 05.00.00 PM,2.303,
7799,03/25/2022 06.00.00 PM,2.088,
7800,03/25/2022 07.00.00 PM,-1.684,
7801,03/25/2022 08.00.00 PM,-3.316,
7802,03/25/2022 09.00.00 PM,-5.125,
7803,03/25/2022 10.00.00 PM,-5.620,
7804,03/25/2022 11.00.00 PM,-6.499,
7805,03/26/2022 12.00.00 AM,-7.010,
7806,03/26/2022 01.00.00 AM,-7.267,
7807,03/26/2022 02.00.00 AM,-8.447,
7808,03/26/2022 03.00.00 AM,-8.713,
7809,03/26/2022 04.00.00 AM,-8.713,
7810,03/26/2022 05.00.00 AM,-9.388,
7811,03/26/2022 06.00.00 AM,-9.525,
7812,03/26/2022 07.00.00 AM,-9.252,
7813,03/26/2022 08.00.00 AM,-9.525,
7814,03/26/2022 09.00.00 AM,-8.580,
7815,03/26/2022 10.00.00 AM,-7.267,
7816,03/26/2022 11.00.00 AM,-2.844,
7817,03/26/2022 12.00.00 PM,-1.914,
7818,03/26/2022 01.00.00 PM,-0.887,
7819,03/26/2022 02.00.00 PM,0.232,
7820,03/26/2022 03.00.00 PM,2.624,
7821,03/26/2022 04.00.00 PM,1.548,
7822,03/26/2022 05.00.00 PM,-0.325,
7823,03/26/2022 06.00.00 PM,-1.570,
7824,03/26/2022 07.00.00 PM,-3.911,
7825,03/26/2022 08.00.00 PM,-5.496,
7826,03/26/2022 09.00.00 PM,-6.754,
7827,03/26/2022 10.00.00 PM,-7.657,
7828,03/26/2022 11.00.00 PM,-8.447,
7829,03/27/2022 12.00.00 AM,-8.182,
7830,03/27/2022 01.00.00 AM,-8.713,
7831,03/27/2022 02.00.00 AM,-8.847,
7832,03/27/2022 03.00.00 AM,-9.525,
7833,03/27/2022 04.00.00 AM,-9.525,
7834,03/27/2022 05.00.00 AM,-8.982,
7835,03/27/2022 06.00.00 AM,-6.626,
7836,03/27/2022 07.00.00 AM,-6.373,
7837,03/27/2022 08.00.00 AM,-5.003,
7838,03/27/2022 09.00.00 AM,0.784,
7839,03/27/2022 10.00.00 AM,4.415,
7840,03/27/2022 11.00.00 AM,5.244,
7841,03/27/2022 12.00.00 PM,5.037,
7842,03/27/2022 01.00.00 PM,4.831,
7843,03/27/2022 02.00.00 PM,5.450,
7844,03/27/2022 03.00.00 PM,5.552,
7845,03/27/2022 04.00.00 PM,5.347,
7846,03/27/2022 05.00.00 PM,4.311,
7847,03/27/2022 06.00.00 PM,4.831,
7848,03/27/2022 07.00.00 PM,5.141,
7849,03/27/2022 08.00.00 PM,3.893,
7850,03/27/2022 09.00.00 PM,4.623,
7851,03/27/2022 10.00.00 PM,4.415,
7852,03/27/2022 11.00.00 PM,4.415,
7853,03/28/2022 12.00.00 AM,4.311,
7854,03/28/2022 01.00.00 AM,4.102,
7855,03/28/2022 02.00.00 AM,4.102,
7856,03/28/2022 03.00.00 AM,4.102,
7857,03/28/2022 04.00.00 AM,3.893,
7858,03/28/2022 05.00.00 AM,3.578,
7859,03/28/2022 06.00.00 AM,4.102,
7860,03/28/2022 07.00.00 AM,3.998,
7861,03/28/2022 08.00.00 AM,5.037,
7862,03/28/2022 09.00.00 AM,5.244,
7863,03/28/2022 10.00.00 AM,5.962,
7864,03/28/2022 11.00.00 AM,8.082,
7865,03/28/2022 12.00.00 PM,7.179,
7866,03/28/2022 01.00.00 PM,7.481,
7867,03/28/2022 02.00.00 PM,8.978,
7868,03/28/2022 03.00.00 PM,9.768,
7869,03/28/2022 04.00.00 PM,8.779,
7870,03/28/2022 05.00.00 PM,7.280,
7871,03/28/2022 06.00.00 PM,7.381,
7872,03/28/2022 07.00.00 PM,5.037,
7873,03/28/2022 08.00.00 PM,4.519,
7874,03/28/2022 09.00.00 PM,4.519,
7875,03/28/2022 10.00.00 PM,4.311,
7876,03/28/2022 11.00.00 PM,4.207,
7877,03/29/2022 12.00.00 AM,4.311,
7878,03/29/2022 01.00.00 AM,4.207,
7879,03/29/2022 02.00.00 AM,4.102,
7880,03/29/2022 03.00.00 AM,4.102,
7881,03/29/2022 04.00.00 AM,3.578,
7882,03/29/2022 05.00.00 AM,1.872,
7883,03/29/2022 06.00.00 AM,0.453,
7884,03/29/2022 07.00.00 AM,-0.213,
7885,03/29/2022 08.00.00 AM,-0.662,
7886,03/29/2022 09.00.00 AM,0.453,
7887,03/29/2022 10.00.00 AM,2.088,
7888,03/29/2022 11.00.00 AM,4.727,
7889,03/29/2022 12.00.00 PM,3.683,
7890,03/29/2022 01.00.00 PM,3.472,
7891,03/29/2022 02.00.00 PM,4.519,
7892,03/29/2022 03.00.00 PM,8.978,
7893,03/29/2022 04.00.00 PM,7.882,
7894,03/29/2022 05.00.00 PM,3.049,
7895,03/29/2022 06.00.00 PM,3.367,
7896,03/29/2022 07.00.00 PM,2.195,
7897,03/29/2022 08.00.00 PM,2.624,
7898,03/29/2022 09.00.00 PM,5.141,
7899,03/29/2022 10.00.00 PM,6.674,
7900,03/29/2022 11.00.00 PM,6.166,
7901,03/30/2022 12.00.00 AM,6.573,
7902,03/30/2022 01.00.00 AM,7.381,
7903,03/30/2022 02.00.00 AM,8.082,
7904,03/30/2022 03.00.00 AM,6.877,
7905,03/30/2022 04.00.00 AM,6.775,
7906,03/30/2022 05.00.00 AM,7.079,
7907,03/30/2022 06.00.00 AM,7.179,
7908,03/30/2022 07.00.00 AM,7.481,
7909,03/30/2022 08.00.00 AM,8.581,
7910,03/30/2022 09.00.00 AM,7.481,
7911,03/30/2022 10.00.00 AM,8.082,
7912,03/30/2022 11.00.00 AM,11.041,
7913,03/30/2022 12.00.00 PM,8.879,
7914,03/30/2022 01.00.00 PM,10.455,
7915,03/30/2022 02.00.00 PM,11.139,
7916,03/30/2022 03.00.00 PM,12.207,
7917,03/30/2022 04.00.00 PM,11.625,
7918,03/30/2022 05.00.00 PM,10.944,
7919,03/30/2022 06.00.00 PM,9.176,
7920,03/30/2022 07.00.00 PM,7.481,
7921,03/30/2022 08.00.00 PM,7.179,
7922,03/30/2022 09.00.00 PM,6.978,
7923,03/30/2022 10.00.00 PM,6.978,
7924,03/30/2022 11.00.00 PM,6.775,
7925,03/31/2022 12.00.00 AM,6.573,
7926,03/31/2022 01.00.00 AM,6.877,
7927,03/31/2022 02.00.00 AM,6.877,
7928,03/31/2022 03.00.00 AM,6.573,
7929,03/31/2022 04.00.00 AM,5.962,
7930,03/31/2022 05.00.00 AM,3.578,
7931,03/31/2022 06.00.00 AM,2.410,
7932,03/31/2022 07.00.00 AM,2.195,
7933,03/31/2022 08.00.00 AM,5.655,
7934,03/31/2022 09.00.00 AM,7.079,
7935,03/31/2022 10.00.00 AM,8.680,
7936,03/31/2022 11.00.00 AM,9.373,
7937,03/31/2022 12.00.00 PM,8.779,
7938,03/31/2022 01.00.00 PM,10.161,
7939,03/31/2022 02.00.00 PM,4.623,
7940,03/31/2022 03.00.00 PM,4.311,
7941,03/31/2022 04.00.00 PM,4.934,
7942,03/31/2022 05.00.00 PM,4.727,
7943,03/31/2022 06.00.00 PM,5.037,
7944,03/31/2022 07.00.00 PM,3.472,
7945,03/31/2022 08.00.00 PM,2.303,
7946,03/31/2022 09.00.00 PM,2.195,
7947,03/31/2022 10.00.00 PM,1.980,
7948,03/31/2022 11.00.00 PM,6.268,
7949,04/01/2022 12.00.00 AM,7.280,
7950,04/01/2022 01.00.00 AM,6.573,
7951,04/01/2022 02.00.00 AM,6.471,
7952,04/01/2022 03.00.00 AM,6.573,
7953,04/01/2022 04.00.00 AM,7.179,
7954,04/01/2022 05.00.00 AM,7.983,
7955,04/01/2022 06.00.00 AM,7.582,
7956,04/01/2022 07.00.00 AM,7.682,
7957,04/01/2022 08.00.00 AM,8.978,
7958,04/01/2022 09.00.00 AM,9.472,
7959,04/01/2022 10.00.00 AM,8.978,
7960,04/01/2022 11.00.00 AM,9.373,
7961,04/01/2022 12.00.00 PM,9.768,
7962,04/01/2022 01.00.00 PM,9.768,
7963,04/01/2022 02.00.00 PM,9.176,
7964,04/01/2022 03.00.00 PM,11.819,
7965,04/01/2022 04.00.00 PM,11.528,
7966,04/01/2022 05.00.00 PM,8.978,
7967,04/01/2022 06.00.00 PM,8.581,
7968,04/01/2022 07.00.00 PM,8.581,
7969,04/01/2022 08.00.00 PM,8.779,
7970,04/01/2022 09.00.00 PM,9.275,
7971,04/01/2022 10.00.00 PM,8.382,
7972,04/01/2022 11.00.00 PM,7.782,
7973,04/02/2022 12.00.00 AM,7.682,
7974,04/02/2022 01.00.00 AM,7.381,
7975,04/02/2022 02.00.00 AM,7.179,
7976,04/02/2022 03.00.00 AM,7.682,
7977,04/02/2022 04.00.00 AM,7.682,
7978,04/02/2022 05.00.00 AM,7.582,
7979,04/02/2022 06.00.00 AM,7.782,
7980,04/02/2022 07.00.00 AM,7.481,
7981,04/02/2022 08.00.00 AM,7.682,
7982,04/02/2022 09.00.00 AM,8.182,
7983,04/02/2022 10.00.00 AM,9.768,
7984,04/02/2022 11.00.00 AM,8.581,
7985,04/02/2022 12.00.00 PM,6.268,
7986,04/02/2022 01.00.00 PM,6.166,
7987,04/02/2022 02.00.00 PM,6.268,
7988,04/02/2022 03.00.00 PM,7.179,
7989,04/02/2022 04.00.00 PM,6.166,
7990,04/02/2022 05.00.00 PM,3.155,
7991,04/02/2022 06.00.00 PM,4.934,
7992,04/02/2022 07.00.00 PM,3.578,
7993,04/02/2022 08.00.00 PM,1.872,
7994,04/02/2022 09.00.00 PM,1.439,
7995,04/02/2022 10.00.00 PM,1.330,
7996,04/02/2022 11.00.00 PM,1.221,
7997,04/03/2022 12.00.00 AM,1.221,
7998,04/03/2022 01.00.00 AM,1.112,
7999,04/03/2022 02.00.00 AM,1.112,
8000,04/03/2022 03.00.00 AM,1.330,
8001,04/03/2022 04.00.00 AM,1.330,
8002,04/03/2022 05.00.00 AM,1.330,
8003,04/03/2022 06.00.00 AM,1.221,
8004,04/03/2022 07.00.00 AM,1.221,
8005,04/03/2022 08.00.00 AM,1.872,
8006,04/03/2022 09.00.00 AM,2.837,
8007,04/03/2022 10.00.00 AM,3.472,
8008,04/03/2022 11.00.00 AM,3.893,
8009,04/03/2022 12.00.00 PM,4.311,
8010,04/03/2022 01.00.00 PM,6.471,
8011,04/03/2022 02.00.00 PM,5.450,
8012,04/03/2022 03.00.00 PM,7.280,
8013,04/03/2022 04.00.00 PM,5.347,
8014,04/03/2022 05.00.00 PM,5.141,
8015,04/03/2022 06.00.00 PM,5.244,
8016,04/03/2022 07.00.00 PM,5.037,
8017,04/03/2022 08.00.00 PM,3.261,
8018,04/03/2022 09.00.00 PM,2.730,
8019,04/03/2022 10.00.00 PM,2.195,
8020,04/03/2022 11.00.00 PM,1.872,
8021,04/04/2022 12.00.00 AM,2.624,
8022,04/04/2022 01.00.00 AM,2.303,
8023,04/04/2022 02.00.00 AM,2.088,
8024,04/04/2022 03.00.00 AM,2.517,
8025,04/04/2022 04.00.00 AM,2.410,
8026,04/04/2022 05.00.00 AM,2.624,
8027,04/04/2022 06.00.00 AM,2.837,
8028,04/04/2022 07.00.00 AM,2.410,
8029,04/04/2022 08.00.00 AM,3.472,
8030,04/04/2022 09.00.00 AM,6.166,
8031,04/04/2022 10.00.00 AM,9.768,
8032,04/04/2022 11.00.00 AM,9.965,
8033,04/04/2022 12.00.00 PM,9.472,
8034,04/04/2022 01.00.00 PM,11.236,
8035,04/04/2022 02.00.00 PM,10.651,
8036,04/04/2022 03.00.00 PM,11.139,
8037,04/04/2022 04.00.00 PM,12.013,
8038,04/04/2022 05.00.00 PM,9.077,
8039,04/04/2022 06.00.00 PM,8.978,
8040,04/04/2022 07.00.00 PM,8.680,
8041,04/04/2022 08.00.00 PM,6.268,
8042,04/04/2022 09.00.00 PM,6.471,
8043,04/04/2022 10.00.00 PM,6.877,
8044,04/04/2022 11.00.00 PM,5.347,
8045,04/05/2022 12.00.00 AM,4.727,
8046,04/05/2022 01.00.00 AM,4.623,
8047,04/05/2022 02.00.00 AM,4.519,
8048,04/05/2022 03.00.00 AM,3.788,
8049,04/05/2022 04.00.00 AM,3.261,
8050,04/05/2022 05.00.00 AM,5.037,
8051,04/05/2022 06.00.00 AM,4.831,
8052,04/05/2022 07.00.00 AM,4.831,
8053,04/05/2022 08.00.00 AM,5.347,
8054,04/05/2022 09.00.00 AM,5.860,
8055,04/05/2022 10.00.00 AM,6.877,
8056,04/05/2022 11.00.00 AM,6.775,
8057,04/05/2022 12.00.00 PM,7.582,
8058,04/05/2022 01.00.00 PM,7.381,
8059,04/05/2022 02.00.00 PM,8.282,
8060,04/05/2022 03.00.00 PM,7.682,
8061,04/05/2022 04.00.00 PM,7.582,
8062,04/05/2022 05.00.00 PM,6.775,
8063,04/05/2022 06.00.00 PM,4.311,
8064,04/05/2022 07.00.00 PM,2.517,
8065,04/05/2022 08.00.00 PM,1.221,
8066,04/05/2022 09.00.00 PM,0.121,
8067,04/05/2022 10.00.00 PM,-0.774,
8068,04/05/2022 11.00.00 PM,-1.228,
8069,04/06/2022 12.00.00 AM,-1.684,
8070,04/06/2022 01.00.00 AM,-2.030,
8071,04/06/2022 02.00.00 AM,-2.145,
8072,04/06/2022 03.00.00 AM,-2.377,
8073,04/06/2022 04.00.00 AM,-2.727,
8074,04/06/2022 05.00.00 AM,-2.727,
8075,04/06/2022 06.00.00 AM,-2.145,
8076,04/06/2022 07.00.00 AM,-1.341,
8077,04/06/2022 08.00.00 AM,0.010,
8078,04/06/2022 09.00.00 AM,0.784,
8079,04/06/2022 10.00.00 AM,2.195,
8080,04/06/2022 11.00.00 AM,1.656,
8081,04/06/2022 12.00.00 PM,2.517,
8082,04/06/2022 01.00.00 PM,3.788,
8083,04/06/2022 02.00.00 PM,3.261,
8084,04/06/2022 03.00.00 PM,3.155,
8085,04/06/2022 04.00.00 PM,3.049,
8086,04/06/2022 05.00.00 PM,2.624,
8087,04/06/2022 06.00.00 PM,1.980,
8088,04/06/2022 07.00.00 PM,1.548,
8089,04/06/2022 08.00.00 PM,1.003,
8090,04/06/2022 09.00.00 PM,0.674,
8091,04/06/2022 10.00.00 PM,0.674,
8092,04/06/2022 11.00.00 PM,0.563,
8093,04/07/2022 12.00.00 AM,0.343,
8094,04/07/2022 01.00.00 AM,0.232,
8095,04/07/2022 02.00.00 AM,0.010,
8096,04/07/2022 03.00.00 AM,0.121,
8097,04/07/2022 04.00.00 AM,-0.102,
8098,04/07/2022 05.00.00 AM,0.010,
8099,04/07/2022 06.00.00 AM,-0.102,
8100,04/07/2022 07.00.00 AM,-0.102,
8101,04/07/2022 08.00.00 AM,0.563,
8102,04/07/2022 09.00.00 AM,0.893,
8103,04/07/2022 10.00.00 AM,1.872,
8104,04/07/2022 11.00.00 AM,2.088,
8105,04/07/2022 12.00.00 PM,3.155,
8106,04/07/2022 01.00.00 PM,2.837,
8107,04/07/2022 02.00.00 PM,3.049,
8108,04/07/2022 03.00.00 PM,3.261,
8109,04/07/2022 04.00.00 PM,2.624,
8110,04/07/2022 05.00.00 PM,2.517,
8111,04/07/2022 06.00.00 PM,2.195,
8112,04/07/2022 07.00.00 PM,1.656,
8113,04/07/2022 08.00.00 PM,1.112,
8114,04/07/2022 09.00.00 PM,0.563,
8115,04/07/2022 10.00.00 PM,0.563,
8116,04/07/2022 11.00.00 PM,0.343,
8117,04/08/2022 12.00.00 AM,0.010,
8118,04/08/2022 01.00.00 AM,0.010,
8119,04/08/2022 02.00.00 AM,-0.213,
8120,04/08/2022 03.00.00 AM,-0.213,
8121,04/08/2022 04.00.00 AM,-0.213,
8122,04/08/2022 05.00.00 AM,-0.549,
8123,04/08/2022 06.00.00 AM,-0.662,
8124,04/08/2022 07.00.00 AM,-1.570,
8125,04/08/2022 08.00.00 AM,-1.570,
8126,04/08/2022 09.00.00 AM,-0.774,
8127,04/08/2022 10.00.00 AM,0.784,
8128,04/08/2022 11.00.00 AM,1.764,
8129,04/08/2022 12.00.00 PM,2.943,
8130,04/08/2022 01.00.00 PM,2.730,
8131,04/08/2022 02.00.00 PM,5.141,
8132,04/08/2022 03.00.00 PM,3.578,
8133,04/08/2022 04.00.00 PM,3.261,
8134,04/08/2022 05.00.00 PM,3.472,
8135,04/08/2022 06.00.00 PM,3.049,
8136,04/08/2022 07.00.00 PM,2.088,
8137,04/08/2022 08.00.00 PM,1.330,
8138,04/08/2022 09.00.00 PM,0.784,
8139,04/08/2022 10.00.00 PM,0.674,
8140,04/08/2022 11.00.00 PM,0.453,
8141,04/09/2022 12.00.00 AM,0.232,
8142,04/09/2022 01.00.00 AM,0.232,
8143,04/09/2022 02.00.00 AM,-0.213,
8144,04/09/2022 03.00.00 AM,-0.325,
8145,04/09/2022 04.00.00 AM,-1.228,
8146,04/09/2022 05.00.00 AM,-2.377,
8147,04/09/2022 06.00.00 AM,-3.079,
8148,04/09/2022 07.00.00 AM,-3.316,
8149,04/09/2022 08.00.00 AM,-3.197,
8150,04/09/2022 09.00.00 AM,-2.494,
8151,04/09/2022 10.00.00 AM,0.121,
8152,04/09/2022 11.00.00 AM,3.472,
8153,04/09/2022 12.00.00 PM,3.788,
8154,04/09/2022 01.00.00 PM,4.311,
8155,04/09/2022 02.00.00 PM,4.102,
8156,04/09/2022 03.00.00 PM,5.037,
8157,04/09/2022 04.00.00 PM,4.934,
8158,04/09/2022 05.00.00 PM,4.311,
8159,04/09/2022 06.00.00 PM,4.102,
8160,04/09/2022 07.00.00 PM,2.410,
8161,04/09/2022 08.00.00 PM,-0.325,
8162,04/09/2022 09.00.00 PM,-1.456,
8163,04/09/2022 10.00.00 PM,-2.261,
8164,04/09/2022 11.00.00 PM,-2.727,
8165,04/10/2022 12.00.00 AM,-3.079,
8166,04/10/2022 01.00.00 AM,-3.434,
8167,04/10/2022 02.00.00 AM,-3.911,
8168,04/10/2022 03.00.00 AM,-4.514,
8169,04/10/2022 04.00.00 AM,-5.003,
8170,04/10/2022 05.00.00 AM,-5.372,
8171,04/10/2022 06.00.00 AM,-5.125,
8172,04/10/2022 07.00.00 AM,-4.272,
8173,04/10/2022 08.00.00 AM,-3.553,
8174,04/10/2022 09.00.00 AM,-1.341,
8175,04/10/2022 10.00.00 AM,0.232,
8176,04/10/2022 11.00.00 AM,2.410,
8177,04/10/2022 12.00.00 PM,2.410,
8178,04/10/2022 01.00.00 PM,2.837,
8179,04/10/2022 02.00.00 PM,3.261,
8180,04/10/2022 03.00.00 PM,4.623,
8181,04/10/2022 04.00.00 PM,3.893,
8182,04/10/2022 05.00.00 PM,3.683,
8183,04/10/2022 06.00.00 PM,3.367,
8184,04/10/2022 07.00.00 PM,2.088,
8185,04/10/2022 08.00.00 PM,0.563,
8186,04/10/2022 09.00.00 PM,-0.549,
8187,04/10/2022 10.00.00 PM,-1.570,
8188,04/10/2022 11.00.00 PM,-2.377,
8189,04/11/2022 12.00.00 AM,-2.727,
8190,04/11/2022 01.00.00 AM,-3.079,
8191,04/11/2022 02.00.00 AM,-3.553,
8192,04/11/2022 03.00.00 AM,-4.272,
8193,04/11/2022 04.00.00 AM,-4.152,
8194,04/11/2022 05.00.00 AM,-4.152,
8195,04/11/2022 06.00.00 AM,-4.393,
8196,04/11/2022 07.00.00 AM,-4.031,
8197,04/11/2022 08.00.00 AM,-3.672,
8198,04/11/2022 09.00.00 AM,-0.102,
8199,04/11/2022 10.00.00 AM,4.727,
8200,04/11/2022 11.00.00 AM,7.079,
8201,04/11/2022 12.00.00 PM,8.581,
8202,04/11/2022 01.00.00 PM,9.176,
8203,04/11/2022 02.00.00 PM,8.382,
8204,04/11/2022 03.00.00 PM,9.472,
8205,04/11/2022 04.00.00 PM,7.882,
8206,04/11/2022 05.00.00 PM,6.674,
8207,04/11/2022 06.00.00 PM,4.831,
8208,04/11/2022 07.00.00 PM,4.934,
8209,04/11/2022 08.00.00 PM,4.207,
8210,04/11/2022 09.00.00 PM,3.893,
8211,04/11/2022 10.00.00 PM,3.788,
8212,04/11/2022 11.00.00 PM,3.788,
8213,04/12/2022 12.00.00 AM,3.261,
8214,04/12/2022 01.00.00 AM,3.367,
8215,04/12/2022 02.00.00 AM,3.578,
8216,04/12/2022 03.00.00 AM,3.367,
8217,04/12/2022 04.00.00 AM,2.730,
8218,04/12/2022 05.00.00 AM,2.410,
8219,04/12/2022 06.00.00 AM,2.410,
8220,04/12/2022 07.00.00 AM,2.624,
8221,04/12/2022 08.00.00 AM,3.472,
8222,04/12/2022 09.00.00 AM,4.102,
8223,04/12/2022 10.00.00 AM,4.934,
8224,04/12/2022 11.00.00 AM,6.877,
8225,04/12/2022 12.00.00 PM,6.674,
8226,04/12/2022 01.00.00 PM,7.381,
8227,04/12/2022 02.00.00 PM,8.481,
8228,04/12/2022 03.00.00 PM,9.077,
8229,04/12/2022 04.00.00 PM,7.983,
8230,04/12/2022 05.00.00 PM,7.481,
8231,04/12/2022 06.00.00 PM,6.674,
8232,04/12/2022 07.00.00 PM,5.450,
8233,04/12/2022 08.00.00 PM,5.962,
8234,04/12/2022 09.00.00 PM,6.064,
8235,04/12/2022 10.00.00 PM,6.064,
8236,04/12/2022 11.00.00 PM,6.674,
8237,04/13/2022 12.00.00 AM,7.280,
8238,04/13/2022 01.00.00 AM,7.280,
8239,04/13/2022 02.00.00 AM,7.481,
8240,04/13/2022 03.00.00 AM,7.582,
8241,04/13/2022 04.00.00 AM,7.983,
8242,04/13/2022 05.00.00 AM,8.182,
8243,04/13/2022 06.00.00 AM,8.481,
8244,04/13/2022 07.00.00 AM,8.082,
8245,04/13/2022 08.00.00 AM,8.879,
8246,04/13/2022 09.00.00 AM,9.965,
8247,04/13/2022 10.00.00 AM,10.259,
8248,04/13/2022 11.00.00 AM,13.173,
8249,04/13/2022 12.00.00 PM,12.304,
8250,04/13/2022 01.00.00 PM,11.236,
8251,04/13/2022 02.00.00 PM,11.334,
8252,04/13/2022 03.00.00 PM,11.139,
8253,04/13/2022 04.00.00 PM,12.013,
8254,04/13/2022 05.00.00 PM,12.304,
8255,04/13/2022 06.00.00 PM,11.334,
8256,04/13/2022 07.00.00 PM,9.571,
8257,04/13/2022 08.00.00 PM,8.382,
8258,04/13/2022 09.00.00 PM,8.481,
8259,04/13/2022 10.00.00 PM,7.682,
8260,04/13/2022 11.00.00 PM,7.381,
8261,04/14/2022 12.00.00 AM,6.674,
8262,04/14/2022 01.00.00 AM,5.860,
8263,04/14/2022 02.00.00 AM,3.998,
8264,04/14/2022 03.00.00 AM,3.049,
8265,04/14/2022 04.00.00 AM,2.088,
8266,04/14/2022 05.00.00 AM,1.548,
8267,04/14/2022 06.00.00 AM,0.343,
8268,04/14/2022 07.00.00 AM,0.453,
8269,04/14/2022 08.00.00 AM,1.112,
8270,04/14/2022 09.00.00 AM,3.683,
8271,04/14/2022 10.00.00 AM,4.623,
8272,04/14/2022 11.00.00 AM,5.347,
8273,04/14/2022 12.00.00 PM,5.962,
8274,04/14/2022 01.00.00 PM,7.882,
8275,04/14/2022 02.00.00 PM,8.879,
8276,04/14/2022 03.00.00 PM,8.481,
8277,04/14/2022 04.00.00 PM,8.382,
8278,04/14/2022 05.00.00 PM,8.978,
8279,04/14/2022 06.00.00 PM,6.370,
8280,04/14/2022 07.00.00 PM,4.519,
8281,04/14/2022 08.00.00 PM,3.683,
8282,04/14/2022 09.00.00 PM,1.980,
8283,04/14/2022 10.00.00 PM,1.548,
8284,04/14/2022 11.00.00 PM,1.221,
8285,04/15/2022 12.00.00 AM,0.784,
8286,04/15/2022 01.00.00 AM,0.893,
8287,04/15/2022 02.00.00 AM,0.784,
8288,04/15/2022 03.00.00 AM,0.343,
8289,04/15/2022 04.00.00 AM,0.010,
8290,04/15/2022 05.00.00 AM,-0.102,
8291,04/15/2022 06.00.00 AM,-0.662,
8292,04/15/2022 07.00.00 AM,-1.456,
8293,04/15/2022 08.00.00 AM,-1.799,
8294,04/15/2022 09.00.00 AM,-1.570,
8295,04/15/2022 10.00.00 AM,-1.114,
8296,04/15/2022 11.00.00 AM,-0.662,
8297,04/15/2022 11.47.33 AM,,2594.00
8298,04/15/2022 11.50.24 AM,,2595.00
8299,04/15/2022 11.53.55 AM,,2596.00
8300,04/15/2022 11.57.48 AM,,2597.00
8301,04/15/2022 12.00.00 PM,-0.102,
8302,04/15/2022 12.01.54 PM,,2598.00
8303,04/15/2022 12.07.11 PM,,2599.00
8304,04/15/2022 12.14.30 PM,,2600.00
8305,04/15/2022 12.21.34 PM,,2601.00
8306,04/15/2022 12.30.00 PM,,2602.00
8307,04/15/2022 01.00.00 PM,0.121,
8308,04/15/2022 02.00.00 PM,0.784,
8309,04/15/2022 03.00.00 PM,2.517,
8310,04/15/2022 04.00.00 PM,3.367,
8311,04/15/2022 05.00.00 PM,1.980,
8312,04/15/2022 06.00.00 PM,1.003,
8313,04/15/2022 07.00.00 PM,0.232,
8314,04/15/2022 08.00.00 PM,-0.102,
8315,04/15/2022 09.00.00 PM,-0.887,
8316,04/15/2022 10.00.00 PM,-0.887,
